id,name,formattedAddress,lat,lng,checkinsCount,tipCount,usersCount,visitsCount,likesCount,rating,categories_ids,categories_names,ratingSignals
4f42b0d7e4b0f6acbdb127a4,Выгул собак,"['просп. Григоренка, 3в', 'Київ', 'Україна']",50.41278235756461,30.624568102904664,665,0,90,695,1,0,['4bf58dd8d48988d1e5941735'],['Dog Run'],0
55930eb0498ebe7baafe57aa,Анны Ахматовой 14б,"['Анны Ахматовой 14б', 'Київ', 'Україна']",50.412394181665256,30.623185563116948,2,0,5,5,0,0,['4d954b06a243a5684965b473'],['Residential Building (Apartment / Condo)'],0
575af88d498e52f63eb73814,BobrizON apt.,"['Київ', 'Україна']",50.412213,30.624018,1,0,1,1,0,0,['4d954b06a243a5684965b473'],['Residential Building (Apartment / Condo)'],0
55e9cab8498e544c7576eb6a,Дом Феникса и Коша,"['Проспект Петра Григоренко, 12', 'Київ', 'Україна']",50.41287330492412,30.62395615526156,4,0,5,8,0,0,['4d954b06a243a5684965b473'],['Residential Building (Apartment / Condo)'],0
569685ea498e73d02e374ed7,Sweet Home🏡👨‍👩‍👧,"['пр-т Григоренко, 12', 'Київ, 02081', 'Україна']",50.412407,30.624196,37,0,1,37,0,0,['4d954b06a243a5684965b473'],['Residential Building (Apartment / Condo)'],0
519800fc498edb9fb56ada52,Дом Жменки,"['Григоренко 12', 'Київ', 'Україна']",50.412540435791016,30.623397827148438,4,0,1,4,0,0,"['4d954b06a243a5684965b473', '4bf58dd8d48988d103941735']","['Residential Building (Apartment / Condo)', 'Home (private)']",0
53f1c7aa498eeae484b1b310,Место Вписонов,"['просп. Петра Григоренко, 14', 'Київ, 02081', 'Україна']",50.4121514603006,30.623820812452912,364,0,76,440,0,0,['4d954b06a243a5684965b473'],['Residential Building (Apartment / Condo)'],0
5379d778498ee8e1e6fc9b72,dom🏡❤,['Україна'],50.412798044926795,30.623614592809286,3,0,3,4,0,0,['4d954b06a243a5684965b473'],['Residential Building (Apartment / Condo)'],0
557ab64c498ea1484964371f,Vlada's Kingdom 😺✌,"['Ул  Григоренка 12', 'Київ', 'Україна']",50.412559509277344,30.623523712158203,1,0,1,1,0,0,['4d954b06a243a5684965b473'],['Residential Building (Apartment / Condo)'],0
52d83811498e82a82090101c,Roma residence😎,['Україна'],50.412537,30.624048,1,0,1,2,0,0,['5032891291d4c4b30a586d68'],['Assisted Living'],0
52ed2501498e6e2eda7e9349,У Санька,"['Григоренка 14', 'Київ', 'Україна']",50.41221237182617,30.62424659729004,5,0,2,5,0,0,['5032891291d4c4b30a586d68'],['Assisted Living'],0
53e9ee87498e6ef4014a1893,"An apartment is in Kiev ""Хавiра""",['Україна'],50.41242377149779,30.62423214357794,15,0,1,27,0,0,"['4d954b06a243a5684965b473', '4bf58dd8d48988d103941735']","['Residential Building (Apartment / Condo)', 'Home (private)']",0
5554ed69498ed6e646b49de9,DOM🏡,"['Григоренка, 12 (просп.)', 'Київ', 'Україна']",50.412916,30.623385,28,0,58,99,0,0,['4d954b06a243a5684965b473'],['Residential Building (Apartment / Condo)'],0
55745764498ee60147f752a0,Пляж Славутич,['Україна'],50.412728995677895,30.62447221603049,102,2,23,110,2,0,['4bf58dd8d48988d1e2941735'],['Beach'],0
4fe0149ae4b0866bd7c93cbd,"пр-т. Петра Григоренко,12","['пр-т. Петра Григоренко,12', 'Київ', 'Україна']",50.41221943128572,30.624237435987233,1518,5,841,3253,12,0,['4d954b06a243a5684965b473'],['Residential Building (Apartment / Condo)'],0
5884bdd4349355113bbbdd90,Подоконник для Кактуса,"['Проспект Григоренко 12', 'Україна']",50.412653,30.62423,78,0,1,78,0,0,['4d954b06a243a5684965b473'],['Residential Building (Apartment / Condo)'],0
52a489da11d282bbf211ff82,Улетные Качели,"['Ул. П. Григоренка, 22/20', 'Україна']",50.41159089693929,30.62510498100808,94,0,20,94,0,0,['4bf58dd8d48988d162941735'],['Other Great Outdoors'],0
548a2ba7498e7b5edcdab1c1,Бильярд-бар,"['Ул. Саксаганского, 44б', 'Київ', 'Україна']",50.41162226559682,30.62494124698014,4,0,4,4,0,0,['4bf58dd8d48988d1e3931735'],['Pool Hall'],0
517265f9e4b0eb20d978267e,Julia's Beauty House ,['Україна'],50.41187445220457,30.624590545727088,7,0,5,10,0,0,['4f04aa0c2fb6e1c99f3db0b8'],['Nail Salon'],0
568974d538fabef813d766e3,терлик бом-бом))),['Україна'],50.411607,30.624654,4,0,13,13,2,0,['4bf58dd8d48988d1f2931735'],['Performing Arts Venue'],0
56a267dc498ee9e7bc8d4120,Marina&Dima Place,"['Проспект Григоренко, 18а', 'Київ', 'Україна']",50.41101023670788,30.625413377315127,12,0,5,12,0,0,['4d954b06a243a5684965b473'],['Residential Building (Apartment / Condo)'],0
55df3fd2498ec835350e388c,Craft Beer,"['Проспект Петра Григоренко 16', 'Київ', 'Україна']",50.41173558195837,30.625068212822566,2,0,2,2,0,0,['4d954b0ea243a5684a65b473'],['Convenience Store'],0
4f91612de4b04fef0082cffb,Дворик,['Україна'],50.41171718027775,30.62455827972242,152,0,49,157,0,0,['4bf58dd8d48988d1e7941735'],['Playground'],0
566d4a13498ec4716b75b309,У репетитора🎓,['Україна'],50.411301,30.625202,1,0,1,1,0,0,['4bf58dd8d48988d1a0941735'],['College Classroom'],0
56af5841498ecd52b132c856,Салон-Парикмахерская,"['Петра Григоренко 16', 'Київ', 'Україна']",50.41110611454164,30.625185565069486,5,0,2,5,0,0,['4bf58dd8d48988d110951735'],['Salon / Barbershop'],0
55f9f3c4498ef39c94bd6955,mysweetphoto.com,"['mysweetphoto.com', 'Київ', 'Україна']",50.411552651605966,30.624529991005204,1,0,1,1,0,0,['4bf58dd8d48988d1f1931735'],['General Entertainment'],0
560ed630498eded4e34b3439,Pidlisna home bar,['Україна'],50.41105475245738,30.625017747858912,1,0,1,2,0,0,['4d954b06a243a5684965b473'],['Residential Building (Apartment / Condo)'],0
51acd11f498e55cfc4c4de55,S&A White Place,['Україна'],50.411941563423454,30.625428206639324,47,0,5,48,0,0,"['4d954b06a243a5684965b473', '4bf58dd8d48988d103941735']","['Residential Building (Apartment / Condo)', 'Home (private)']",0
55af630b498e59ae62e0190a,Мой будущий дом❤,['Україна'],50.411890932895744,30.62461041156552,5,0,5,5,0,0,['4d954b06a243a5684965b473'],['Residential Building (Apartment / Condo)'],0
5139f74ae4b01211b37bb631,Григоренко 14,"['Петра Григоренко, 14', 'Київ', 'Україна']",50.411730422018564,30.624362089873323,983,4,434,1549,8,0,['4d954b06a243a5684965b473'],['Residential Building (Apartment / Condo)'],0
52b8052011d2649fa60f8b08,ULTRASHOP,"['Григоренка 18а', 'Київ', 'Україна']",50.41098845190283,30.62548290753632,82,1,8,83,1,0,['4bf58dd8d48988d1fe941735'],['Music Store'],0
5155bd76e4b0d6b95cafed5d,Григоренко 16,"['Проспект Петра Григоренко, 16', 'Київ', 'Україна']",50.41127690202868,30.624928112046074,509,2,478,1118,9,0,['4d954b06a243a5684965b473'],['Residential Building (Apartment / Condo)'],0
534573c5498e30bf05ac07bb,Детский садик 550,['Україна'],50.411012259639705,30.624188844448405,103,0,44,139,2,0,['4f4533814b9074f6e4fb0107'],['Nursery School'],0
515f0365498e09c175b114d6,"Григоренка, 18а","['пр-т Петра Григоренко, 18а', 'Київ', 'Україна']",50.41065194551633,30.62479305999832,257,2,74,284,2,0,['4d954b06a243a5684965b473'],['Residential Building (Apartment / Condo)'],0
53400291498e2771654211c5,Вулиця Петра Григоренка,"['вул. Петра Григоренка', 'Київ', 'Україна']",50.41071291063135,30.6245094158708,191,1,108,296,2,0,['4bf58dd8d48988d1f9931735'],['Road'],0
54d220e6498e81662706f8c0,clear water,['Україна'],50.414073604551106,30.626705972812555,3,0,2,3,0,0,['4d954b0ea243a5684a65b473'],['Convenience Store'],0
54960b9b498e138e70cc3ae5,Невъебеная туса 🍸🎉,['Україна'],50.41438,30.626351,4,0,4,4,0,0,['4f2a210c4b9023bd5841ed28'],['Housing Development'],0
5249ec77498eb7d8a256fa58,Girls House  🎀,"['Григоренко 1', 'Київ', 'Україна']",50.414091,30.626045,1,0,1,1,0,0,"['4d954b06a243a5684965b473', '4bf58dd8d48988d103941735']","['Residential Building (Apartment / Condo)', 'Home (private)']",0
52e14ce5498e1be9cba5327b,Nastyha's house,"['Петра Григоренко 1', 'Київ', 'Україна']",50.414246,30.626661,9,0,2,9,0,0,"['4d954b06a243a5684965b473', '4bf58dd8d48988d103941735']","['Residential Building (Apartment / Condo)', 'Home (private)']",0
5381d349498eaced54c7d7a1,Драгоманова 10В (Словянська гімназія),"['вул. Драгоманова 10В', 'Київ', 'Україна']",50.41458216667021,30.626667593628298,4,0,2,4,0,0,['4f4533814b9074f6e4fb0106'],['Middle School'],0
5440a552498ee37ee0017371,прогулочки с Виком🐶,['Україна'],50.41363179573521,30.626289793824647,4,0,1,4,0,0,['4bf58dd8d48988d1e5941735'],['Dog Run'],0
549f150b498e4c9f52f0504e,YarDz's Kingdom,['Україна'],50.414056,30.626735,2,0,1,4,0,0,['4d954b06a243a5684965b473'],['Residential Building (Apartment / Condo)'],0
535d2700498e28bdd2e43d54,Берлога🐻,"['Григоренко 1', 'Київ', 'Україна']",50.414273,30.626661,14,1,3,21,2,0,['52e81612bcbc57f1066b79e7'],['Circus'],0
5173e85be4b0d859910f8c75,Шиномонтаж Григоренка,['Україна'],50.41340516042338,30.62638759661371,7,0,8,8,0,0,['4c38df4de52ce0d596b336e1'],['Parking'],0
54e4a571498e2dc6fb6a31f6,у Кулибушек,['Україна'],50.414461,30.626008,1,0,1,2,0,0,['4d954b06a243a5684965b473'],['Residential Building (Apartment / Condo)'],0
53ce194c498eccb2e2d8834e,Немецкий на Григоренко,['Україна'],50.41411690524573,30.626484950576316,16,0,1,41,0,0,['5032891291d4c4b30a586d68'],['Assisted Living'],0
